source_id,url,domain,source_family,source_type,trust_tier,linked_package_count,linked_packages,primary_topics,refresh_priority,notes
SRC-0406,https://zulko.github.io/moviepy/,zulko.github.io,other_project_docs,web_reference,supporting_reference,1,moviepy,media_video_editing; v0.6-media-video-audio-cli-build,normal,
SRC-0407,https://zulko.github.io/moviepy/getting_started/install.html,zulko.github.io,other_project_docs,install_documentation,supporting_reference,1,moviepy,media_video_editing; v0.6-media-video-audio-cli-build,high,
SRC-0408,https://github.com/ggml-org/llama.cpp,github.com,llama_cpp_docs,project_readme,primary,0,,"GGUF runtime, conversion, llama.cpp model format",high,Added v1.8 LLM model file/loader research pass.
SRC-0409,https://github.com/ggml-org/llama.cpp/blob/master/tools/server/README.md,github.com,llama_cpp_docs,project_docs,primary,0,,llama-server OpenAI-compatible API/server routes,high,Added v1.8 LLM model file/loader research pass.
SRC-0410,https://github.com/ggml-org/llama.cpp/blob/master/gguf-py/README.md,github.com,llama_cpp_docs,project_docs,primary,0,,gguf Python package and GGUF writing tools,normal,Added v1.8 LLM model file/loader research pass.
SRC-0411,https://github.com/abetlen/llama-cpp-python/blob/main/docs/server.md,github.com,llama_cpp_python_docs,project_docs,primary,0,,llama-cpp-python OpenAI-compatible server,high,Added v1.8 LLM model file/loader research pass.
SRC-0412,https://pypi.org/project/llama-cpp-python/,pypi.org,pypi,package_index,supporting_reference,0,,llama-cpp-python package capabilities,normal,Added v1.8 LLM model file/loader research pass.
SRC-0413,https://huggingface.co/docs/huggingface_hub/en/package_reference/serialization,huggingface.co,huggingface_docs,official_docs,primary,0,,sharded safetensors index serialization,high,Added v1.8 LLM model file/loader research pass.
SRC-0414,https://huggingface.co/docs/transformers/en/chat_templating,huggingface.co,transformers_docs,official_docs,primary,0,,chat templates and apply_chat_template,high,Added v1.8 LLM model file/loader research pass.
SRC-0415,https://huggingface.co/docs/transformers/en/chat_templating_multimodal,huggingface.co,transformers_docs,official_docs,primary,0,,multimodal chat templates and processors,high,Added v1.8 LLM model file/loader research pass.
SRC-0416,https://huggingface.co/docs/transformers/en/main_classes/processors,huggingface.co,transformers_docs,official_docs,primary,0,,multimodal processor assets,normal,Added v1.8 LLM model file/loader research pass.
SRC-0417,https://huggingface.co/docs/transformers/en/main_classes/text_generation,huggingface.co,transformers_docs,official_docs,primary,0,,GenerationConfig and text generation settings,high,Added v1.8 LLM model file/loader research pass.
SRC-0418,https://huggingface.co/docs/transformers/en/generation_strategies,huggingface.co,transformers_docs,official_docs,primary,0,,generation strategies and decoding behavior,normal,Added v1.8 LLM model file/loader research pass.
SRC-0419,https://huggingface.co/docs/transformers/internal/rope_utils,huggingface.co,transformers_docs,official_docs,primary,0,,RoPE scaling utilities and supported RoPE types,high,Added v1.8 LLM model file/loader research pass.
SRC-0420,https://docs.ollama.com/modelfile,docs.ollama.com,ollama_docs,official_docs,primary,0,,Ollama Modelfile format and import parameters,high,Added v1.8 LLM model file/loader research pass.
SRC-0421,https://docs.ollama.com/import,docs.ollama.com,ollama_docs,official_docs,primary,0,,Ollama import from GGUF/safetensors/adapters,high,Added v1.8 LLM model file/loader research pass.
SRC-0422,https://lmstudio.ai/docs/developer/core/server,lmstudio.ai,lmstudio_docs,official_docs,primary,0,,LM Studio local server boundary,high,Added v1.8 LLM model file/loader research pass.
SRC-0423,https://lmstudio.ai/docs/developer/openai-compat,lmstudio.ai,lmstudio_docs,official_docs,primary,0,,LM Studio OpenAI-compatible endpoints,high,Added v1.8 LLM model file/loader research pass.
SRC-0424,https://lmstudio.ai/docs/python,lmstudio.ai,lmstudio_docs,official_docs,primary,0,,lmstudio Python SDK install and usage,normal,Added v1.8 LLM model file/loader research pass.
SRC-0425,https://github.com/turboderp-org/exllamav2,github.com,exllamav2_docs,project_readme,primary,0,,ExLlamaV2 runtime and TabbyAPI recommendation,high,Added v1.8 LLM model file/loader research pass.
SRC-0426,https://pypi.org/project/exllamav2/,pypi.org,pypi,package_index,supporting_reference,0,,exllamav2 PyPI package metadata,normal,Added v1.8 LLM model file/loader research pass.
SRC-0427,https://github.com/theroyallab/tabbyAPI/,github.com,tabbyapi_docs,project_readme,primary,0,,TabbyAPI official ExLlama API server,high,Added v1.8 LLM model file/loader research pass.
SRC-0428,https://github.com/theroyallab/tabbyAPI/wiki/01.-Getting-Started,github.com,tabbyapi_docs,project_docs,primary,0,,TabbyAPI install/config workflow,high,Added v1.8 LLM model file/loader research pass.
SRC-0429,https://github.com/LostRuins/koboldcpp,github.com,koboldcpp_docs,project_readme,primary,0,,KoboldCpp GGUF runtime and /v1 OpenAI API,high,Added v1.8 LLM model file/loader research pass.
SRC-0430,https://github.com/LostRuins/koboldcpp/wiki,github.com,koboldcpp_docs,project_docs,primary,0,,KoboldCpp wiki and usage,normal,Added v1.8 LLM model file/loader research pass.
SRC-0431,https://jinja.palletsprojects.com/,jinja.palletsprojects.com,jinja_docs,official_docs,primary,0,,Jinja template engine,normal,Added v1.8 LLM model file/loader research pass.
SRC-0432,https://jinja.palletsprojects.com/en/stable/templates/,jinja.palletsprojects.com,jinja_docs,official_docs,primary,0,,Jinja template syntax and semantics,normal,Added v1.8 LLM model file/loader research pass.
SRC-0433,https://github.com/huggingface/hf_transfer,github.com,huggingface_docs,project_readme,supporting_reference,0,,hf-transfer power-user download accelerator,normal,Added v1.8 LLM model file/loader research pass.
SRC-0434,https://docs.comfy.org/development/core-concepts/models,docs.comfy.org,comfyui_docs,official_docs,high,1,__diffusion_model_layout__,v1.9-diffusion-model-layout; ComfyUI model placement and loader guidance,high,
SRC-0435,https://github.com/Comfy-Org/ComfyUI/blob/master/extra_model_paths.yaml.example,github.com,comfyui_docs,official_example,high,1,__diffusion_model_layout__,v1.9-diffusion-model-layout; ComfyUI extra_model_paths.yaml example,high,
SRC-0436,https://github.com/Comfy-Org/ComfyUI/discussions/5015,github.com,comfyui_discussion,maintainer_discussion,supporting,1,__diffusion_model_layout__,v1.9-diffusion-model-layout; extra_model_paths recommended over update-hostile filesystem tricks,normal,
SRC-0437,https://huggingface.co/docs/diffusers/using-diffusers/loading,huggingface.co,huggingface_diffusers_docs,official_docs,high,1,diffusers,v1.9-diffusion-model-layout; DiffusionPipeline loading components and model_index behavior,high,
SRC-0438,https://huggingface.co/docs/diffusers/api/loaders/single_file,huggingface.co,huggingface_diffusers_docs,official_docs,high,1,diffusers,v1.9-diffusion-model-layout; Diffusers from_single_file support,high,
SRC-0439,https://huggingface.co/docs/diffusers/en/using-diffusers/other-formats,huggingface.co,huggingface_diffusers_docs,official_docs,high,1,diffusers,v1.9-diffusion-model-layout; single-file/local config guidance,high,
SRC-0440,https://huggingface.co/docs/diffusers/main/en/using-diffusers/loading_adapters,huggingface.co,huggingface_diffusers_docs,official_docs,high,2,diffusers;peft,v1.9-diffusion-model-layout; LoRA loading/adapters behavior,high,
SRC-0441,https://huggingface.co/docs/diffusers/en/api/models/autoencoderkl,huggingface.co,huggingface_diffusers_docs,official_docs,high,1,diffusers,v1.9-diffusion-model-layout; AutoencoderKL VAE role and loading,high,
